138.33333	217.33333	246.33333	248.66667	248.66667	249.0	248.66667	249.33333	249.33333	248.66667	231.33333	206.0	199.33333	195.66667	194.33333	189.33333	188.0	190.33333	192.66667	196.0	198.66667	198.33333	198.0	198.33333	198.0	199.0	195.33333	188.66667	171.0	144.33333	120.0	106.666664	100.0	95.333336	87.666664	84.0	
151.66667	229.33333	246.0	248.66667	248.66667	249.0	249.33333	250.66667	249.33333	244.66667	228.0	207.0	200.33333	198.33333	198.0	196.66667	197.0	196.33333	195.33333	196.0	197.0	197.33333	198.33333	199.0	200.0	198.0	196.33333	195.0	188.33333	172.33333	150.33333	123.666664	108.0	101.666664	93.333336	86.0	
148.33333	226.66667	243.33333	246.66667	246.33333	248.33333	250.66667	250.33333	246.66667	231.66667	212.0	200.33333	196.0	193.0	199.66667	200.33333	198.66667	197.66667	198.0	196.33333	196.0	198.0	199.66667	198.66667	198.66667	197.66667	194.0	193.66667	191.33333	184.0	173.33333	153.66667	129.33333	109.333336	99.666664	90.666664	
159.66667	221.66667	239.0	244.66667	244.33333	247.33333	249.33333	248.0	236.66667	207.33333	198.66667	198.33333	197.0	195.33333	198.33333	200.66667	199.66667	198.33333	197.33333	197.66667	197.66667	198.66667	200.33333	199.0	197.33333	197.33333	196.33333	193.66667	190.66667	188.0	181.66667	164.33333	144.66667	115.0	95.666664	87.0	
203.66667	230.0	238.66667	244.66667	243.66667	248.66667	248.66667	242.66667	217.33333	195.0	193.0	194.0	194.66667	195.66667	197.33333	199.66667	198.33333	196.66667	196.66667	197.0	198.66667	199.66667	198.33333	197.66667	195.66667	195.0	192.66667	191.33333	191.0	191.33333	186.66667	172.0	150.33333	125.333336	101.0	87.333336	
232.33333	234.33333	235.66667	245.0	244.0	249.0	247.0	229.33333	196.0	184.33333	186.66667	191.66667	193.0	192.66667	193.0	196.66667	198.0	198.0	198.33333	197.0	198.0	198.0	199.33333	198.33333	196.66667	196.0	193.0	191.33333	191.66667	190.33333	187.33333	176.66667	155.66667	130.0	107.666664	93.666664	
236.0	237.33333	235.66667	244.66667	245.33333	249.66667	243.0	213.33333	188.66667	181.0	182.66667	187.66667	189.33333	190.0	192.0	194.0	195.66667	196.33333	199.0	198.66667	197.33333	195.33333	196.66667	196.66667	195.66667	196.0	195.33333	193.66667	191.33333	190.0	186.33333	179.33333	162.0	137.0	113.0	97.333336	
235.66667	234.0	238.0	242.66667	246.66667	249.0	236.33333	196.0	178.33333	179.33333	182.0	186.66667	189.66667	190.33333	191.33333	191.66667	192.66667	196.0	198.0	197.0	197.33333	197.33333	197.66667	197.66667	196.66667	195.66667	195.0	193.66667	192.66667	189.66667	184.33333	180.0	163.33333	144.33333	121.0	101.666664	
232.33333	225.66667	237.66667	239.66667	244.0	247.66667	227.33333	182.66667	172.66667	175.66667	181.33333	186.0	190.0	190.33333	191.66667	192.33333	193.66667	195.66667	196.0	196.33333	197.0	198.66667	199.33333	196.66667	196.0	195.33333	195.33333	194.0	191.66667	188.33333	184.33333	179.0	166.33333	149.0	129.33333	102.0	
222.33333	219.66667	233.33333	237.66667	242.33333	245.66667	217.66667	177.33333	172.66667	178.0	180.0	185.0	188.33333	189.33333	192.33333	192.33333	193.66667	194.33333	195.0	195.33333	195.66667	197.66667	198.66667	197.0	195.0	194.33333	193.33333	193.33333	192.33333	187.33333	183.33333	180.0	172.33333	153.33333	134.33333	105.333336	
220.66667	223.33333	234.0	239.33333	244.33333	242.66667	215.66667	180.0	174.66667	180.0	181.66667	186.0	189.33333	191.33333	194.66667	194.0	193.0	193.33333	195.66667	196.33333	198.0	200.0	198.66667	198.66667	196.0	193.0	192.66667	193.66667	193.0	189.0	184.0	180.33333	177.0	163.66667	144.33333	110.666664	
210.0	239.0	242.66667	244.0	246.33333	244.66667	221.0	185.66667	176.66667	180.0	181.66667	184.66667	188.33333	190.33333	193.33333	194.66667	194.0	193.0	197.33333	196.33333	197.66667	197.66667	195.33333	195.66667	193.33333	188.33333	186.66667	186.66667	187.33333	188.0	185.0	179.66667	177.33333	170.66667	159.33333	127.0	
192.66667	242.0	246.0	241.66667	244.66667	246.66667	231.0	201.66667	182.0	177.66667	178.66667	181.0	185.0	187.33333	189.33333	191.66667	190.33333	188.33333	192.66667	192.33333	191.66667	188.66667	182.0	174.0	164.66667	157.0	154.33333	155.0	167.33333	175.0	179.66667	177.33333	173.33333	172.33333	169.0	151.33333	
176.0	239.66667	247.0	244.0	245.66667	248.0	243.0	227.66667	196.0	173.33333	171.33333	172.0	175.66667	180.66667	183.66667	187.66667	187.0	186.66667	188.0	176.33333	165.66667	149.66667	132.0	125.0	122.0	127.0	141.0	145.0	149.33333	152.33333	161.33333	168.33333	170.0	170.66667	174.66667	167.33333	
191.66667	241.33333	246.66667	244.66667	245.66667	249.66667	244.33333	220.66667	169.66667	130.66667	128.33333	135.33333	148.33333	162.66667	175.33333	183.66667	184.0	181.33333	171.0	150.66667	135.0	123.0	115.0	118.333336	123.0	136.0	153.33333	162.0	165.0	164.33333	160.66667	160.66667	167.0	167.66667	174.33333	173.33333	
192.66667	239.66667	243.66667	245.33333	247.66667	248.0	226.0	166.0	122.333336	113.333336	112.666664	113.0	114.666664	130.33333	157.33333	170.66667	180.33333	180.66667	167.33333	145.0	131.0	124.0	115.333336	109.666664	102.0	99.666664	115.0	132.66667	144.33333	152.66667	155.33333	162.0	163.33333	165.0	169.0	171.66667	
225.0	242.33333	243.33333	246.66667	248.66667	240.0	187.66667	138.0	126.0	122.333336	115.333336	113.666664	113.333336	117.333336	133.33333	159.66667	177.0	182.0	174.33333	154.33333	133.0	126.666664	108.666664	83.0	74.666664	81.0	96.666664	94.0	95.666664	117.666664	138.0	150.66667	158.66667	162.66667	167.33333	171.0	
239.33333	243.0	239.66667	245.0	248.0	216.33333	138.0	97.0	78.333336	83.0	96.333336	112.333336	119.333336	117.333336	120.666664	153.66667	182.33333	189.66667	180.33333	157.66667	141.0	137.0	117.0	92.0	90.333336	107.666664	152.0	144.0	90.333336	73.666664	108.666664	138.33333	151.66667	160.66667	166.0	169.0	
223.0	232.33333	233.66667	239.0	243.0	197.0	102.666664	62.666668	69.333336	80.0	116.666664	141.66667	136.0	135.66667	124.666664	149.33333	184.0	194.0	184.0	165.0	159.33333	151.0	125.333336	110.666664	97.333336	119.666664	161.0	158.66667	122.0	82.666664	94.0	123.666664	150.33333	163.33333	167.0	168.33333	
198.66667	210.0	223.66667	233.66667	240.66667	185.66667	94.666664	73.333336	89.0	103.333336	155.0	184.0	152.66667	132.66667	140.66667	148.33333	181.66667	192.66667	181.66667	168.0	168.0	159.0	137.66667	123.666664	120.0	134.33333	140.66667	132.66667	128.0	129.0	131.66667	144.33333	160.33333	168.66667	170.33333	170.33333	
175.33333	196.0	202.33333	229.66667	240.33333	194.33333	114.0	87.0	95.0	109.333336	141.0	154.0	145.33333	142.33333	153.66667	153.0	180.66667	186.33333	173.33333	166.0	169.0	168.33333	154.33333	146.0	148.66667	152.66667	152.66667	152.0	157.66667	169.0	175.66667	174.33333	173.0	174.0	171.0	169.33333	
155.66667	180.33333	196.66667	232.0	243.33333	198.66667	137.0	114.666664	112.666664	125.666664	139.33333	150.66667	151.0	155.0	153.66667	157.66667	177.0	180.33333	171.66667	166.0	168.33333	171.33333	171.66667	172.0	170.66667	170.33333	172.0	172.33333	176.33333	179.66667	180.0	178.0	178.0	174.66667	173.66667	169.33333	
138.0	161.0	209.33333	237.33333	248.66667	237.66667	191.33333	145.66667	139.66667	147.0	156.33333	163.33333	167.33333	165.66667	156.0	165.0	182.33333	182.0	172.66667	172.0	171.33333	173.33333	184.33333	184.33333	183.0	184.33333	186.0	179.66667	179.66667	180.0	179.66667	180.33333	178.66667	175.66667	173.66667	171.0	
137.33333	152.0	201.0	233.66667	247.33333	246.33333	209.0	166.66667	163.0	169.33333	173.66667	173.33333	174.0	165.33333	154.66667	166.0	184.0	178.66667	171.0	173.33333	175.33333	177.66667	187.66667	192.66667	188.0	187.66667	187.0	181.0	182.66667	181.66667	178.33333	178.0	177.33333	176.0	173.0	171.33333	
135.66667	159.0	201.66667	221.66667	245.33333	248.0	219.33333	178.33333	175.33333	178.66667	180.0	179.0	176.0	165.33333	159.0	168.66667	183.66667	183.33333	175.0	176.33333	178.0	179.0	184.33333	190.0	191.33333	191.0	188.33333	185.66667	184.66667	183.0	177.0	174.33333	176.66667	176.33333	173.0	169.33333	
126.0	161.66667	180.0	206.0	243.33333	248.0	232.0	191.33333	176.66667	180.66667	181.0	179.66667	173.0	161.33333	160.66667	170.66667	183.66667	185.33333	177.33333	178.33333	177.0	179.33333	181.0	185.66667	189.66667	189.66667	188.33333	186.66667	185.33333	182.66667	177.0	173.33333	175.0	175.66667	171.66667	166.66667	
136.33333	111.0	156.0	205.66667	243.66667	248.66667	229.33333	190.0	177.33333	182.0	181.0	180.33333	167.66667	152.0	153.33333	171.0	183.0	185.0	178.0	170.66667	168.33333	163.33333	175.0	183.66667	187.33333	189.33333	188.66667	186.66667	186.33333	182.66667	179.66667	177.0	174.0	171.33333	167.33333	162.0	
69.333336	56.333332	152.0	230.33333	247.66667	248.0	225.33333	185.33333	175.0	177.33333	177.66667	173.0	160.66667	143.0	153.66667	172.33333	181.0	185.33333	174.66667	169.0	167.0	151.66667	157.66667	167.33333	178.66667	184.0	185.0	185.0	182.0	182.33333	180.0	176.33333	173.0	168.66667	164.0	157.33333	
43.0	93.0	202.0	231.66667	243.0	245.33333	224.66667	183.0	172.66667	171.33333	170.66667	163.66667	153.0	145.0	152.0	164.33333	175.0	173.33333	162.0	160.66667	160.0	151.0	152.66667	153.0	160.0	173.0	179.33333	180.33333	177.66667	175.66667	174.33333	171.66667	167.33333	164.66667	159.0	155.0	
54.333332	168.0	210.33333	213.33333	231.66667	242.0	213.33333	170.33333	165.33333	166.66667	166.33333	158.0	150.33333	141.33333	132.66667	139.33333	148.0	143.33333	131.33333	118.333336	128.33333	147.33333	165.33333	161.0	150.66667	158.66667	169.0	173.0	172.0	170.66667	167.33333	163.0	162.66667	162.0	155.33333	153.66667	
96.333336	186.33333	169.0	187.33333	219.33333	239.66667	203.0	164.33333	161.0	164.33333	162.33333	156.0	151.0	143.66667	134.0	126.0	128.0	124.333336	124.333336	133.66667	144.66667	161.0	169.66667	168.66667	161.66667	156.0	160.0	164.0	164.33333	166.0	164.33333	159.33333	158.0	157.66667	154.66667	154.33333	
135.0	151.66667	121.333336	167.66667	203.33333	234.0	195.66667	159.0	154.66667	155.66667	153.66667	154.0	155.0	153.33333	146.33333	137.0	135.33333	130.66667	141.66667	150.33333	151.66667	163.33333	171.0	173.0	168.0	163.33333	158.0	156.66667	157.0	162.0	162.33333	158.33333	154.66667	154.33333	153.0	154.33333	
124.0	105.666664	107.333336	168.66667	168.33333	222.0	190.33333	153.0	151.66667	150.66667	151.33333	154.0	158.33333	157.66667	150.66667	149.33333	151.0	143.66667	151.66667	152.66667	153.33333	163.66667	170.33333	171.33333	167.33333	163.66667	158.33333	157.33333	151.66667	155.33333	157.66667	157.0	155.66667	155.0	153.66667	157.0	
90.333336	97.0	130.33333	179.66667	144.66667	212.33333	202.66667	155.0	149.33333	151.0	153.33333	155.66667	156.0	156.66667	147.33333	146.0	149.33333	143.66667	145.66667	149.66667	149.0	153.0	161.66667	167.33333	166.66667	163.33333	156.33333	156.0	156.33333	154.33333	158.66667	158.0	156.66667	156.66667	158.0	158.66667	
